word,total_count,high_emotion_count,high_emotion_ratio,avg_intensity,intensity_lift,dominant_emotion,dominant_emotion_score,negative_ratio,emo_anger,emo_fear,emo_joy,emo_sadness,emo_disgust,emo_surprise,emo_trust,emo_anticipation,trigger_score
peace,322,151,0.468944099378882,0.7298136645962733,0.23801097401331361,anticipation,103,0.34108527131782945,0.09627329192546584,0.018633540372670808,0.14596273291925466,0.009316770186335404,0.012422360248447204,0.009316770186335404,0.11801242236024845,0.3198757763975155,31.061587091573625
then,412,170,0.41262135922330095,0.6310679611650486,0.13926527058208893,anticipation,109,0.45517241379310347,0.08009708737864078,0.04854368932038835,0.11407766990291263,0.007281553398058253,0.024271844660194174,0.014563106796116505,0.07766990291262135,0.2645631067961165,31.371967865058362
each,92,45,0.4891304347826087,0.8478260869565217,0.35602339637356206,anticipation,17,0.4827586206896552,0.15217391304347827,0.13043478260869565,0.16304347826086957,0.021739130434782608,0.0,0.03260869565217391,0.16304347826086957,0.18478260869565216,37.146231438730794
other,655,286,0.4366412213740458,0.732824427480916,0.24102173689795636,anticipation,145,0.36645962732919257,0.0732824427480916,0.08702290076335878,0.15877862595419848,0.010687022900763359,0.00916030534351145,0.01984732824427481,0.15267175572519084,0.22137404580152673,30.556903492848306
said,1051,462,0.439581351094196,0.7269267364414843,0.23512404585852464,anticipation,282,0.4503311258278146,0.09134157944814462,0.06470028544243578,0.1379638439581351,0.02093244529019981,0.017126546146527116,0.02759276879162702,0.09895337773549001,0.26831588962892483,33.13932961281493
next,131,131,1.0,1.916030534351145,1.4242278437681852,anticipation,199,0.4,0.08396946564885496,0.05343511450381679,0.08396946564885496,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.1450381679389313,1.5190839694656488,64.39419007517814
big,540,233,0.43148148148148147,0.8037037037037037,0.31190101312074403,joy,161,0.2727272727272727,0.05740740740740741,0.05925925925925926,0.29814814814814816,0.005555555555555556,0.022222222222222223,0.024074074074074074,0.08703703703703704,0.25,28.155362559272575
thing,504,229,0.45436507936507936,0.8234126984126984,0.3316100078297387,joy,117,0.42955326460481097,0.0992063492063492,0.061507936507936505,0.23214285714285715,0.025793650793650792,0.061507936507936505,0.05952380952380952,0.09722222222222222,0.1865079365079365,33.94700164379095
has,637,294,0.46153846153846156,0.7551020408163265,0.2632993502333668,trust,128,0.31179775280898875,0.07221350078492936,0.06750392464678179,0.1836734693877551,0.015698587127158554,0.018838304552590265,0.03924646781789639,0.20094191522762953,0.15698587127158556,30.106805404803016
help,166,88,0.5301204819277109,0.9096385542168675,0.4178358636339078,anticipation,63,0.23255813953488372,0.04819277108433735,0.060240963855421686,0.1927710843373494,0.006024096385542169,0.006024096385542169,0.012048192771084338,0.20481927710843373,0.3795180722891566,31.817735257411613
wants,130,46,0.35384615384615387,0.49230769230769234,0.0005050017247326677,trust,16,0.4444444444444444,0.09230769230769231,0.05384615384615385,0.06923076923076923,0.0,0.007692307692307693,0.023076923076923078,0.12307692307692308,0.12307692307692308,27.491574210532224
colleagues,14,3,0.21428571428571427,0.5,0.008197309417040333,anger,2,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,28.64276477754503
basically,34,12,0.35294117647058826,0.5294117647058824,0.03760907412292269,anticipation,8,0.5,0.058823529411764705,0.08823529411764706,0.0,0.0,0.0,0.0,0.14705882352941177,0.23529411764705882,29.444935993154207
deliver,20,11,0.55,0.9,0.40819730941704035,trust,12,0.06666666666666667,0.0,0.05,0.1,0.0,0.0,0.0,0.6,0.15,27.552293309829842
vision,25,12,0.48,1.0,0.5081973094170403,trust,10,0.23529411764705882,0.12,0.04,0.12,0.0,0.0,0.04,0.4,0.28,30.68135611516995
really,732,337,0.4603825136612022,0.7896174863387978,0.29781479575583814,joy,201,0.32608695652173914,0.0778688524590164,0.04644808743169399,0.27459016393442626,0.025956284153005466,0.03415300546448088,0.04371584699453552,0.10655737704918032,0.18032786885245902,30.789610564293348
doing,645,282,0.4372093023255814,0.6930232558139535,0.20122056523099385,joy,152,0.24333333333333335,0.040310077519379844,0.046511627906976744,0.23565891472868217,0.015503875968992248,0.010852713178294573,0.03875968992248062,0.11627906976744186,0.18914728682170542,26.53947248290838
including,116,61,0.5258620689655172,0.9051724137931034,0.41336972321014376,trust,24,0.3974358974358974,0.09482758620689655,0.1206896551724138,0.19827586206896552,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.20689655172413793,0.19827586206896552,36.55486536786857
breaking,16,5,0.3125,0.375,-0.11680269058295967,anticipation,3,0.3333333333333333,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.1875,21.483537111206022
with,2200,1001,0.455,0.7977272727272727,0.30592458214431306,anticipation,549,0.3603448275862069,0.09272727272727273,0.060454545454545455,0.18636363636363637,0.012727272727272728,0.02409090909090909,0.02090909090909091,0.1509090909090909,0.24954545454545454,31.672620696125694
