entity_key,entity_name,entity_type,speech_count,avg_sentiment,std_sentiment,min_sentiment,max_sentiment,sentiment_range,volatility,avg_anger,avg_fear,avg_joy,avg_sadness,avg_surprise,avg_disgust,avg_trust,avg_anticipation,dominant_emotion,dominant_emotion_score,avg_anaphora_total,avg_contrast_markers,avg_repetition_density,avg_alliteration_count,avg_superlative_count,avg_question_count,avg_exclamation_count,rhetorical_intensity
DATE:the last four years,the last four years,DATE,5,0.9999600000000001,4.898979485565817e-05,0.9999,1.0,9.999999999998899e-05,4.898979485565817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,10.6,110.2,0.3228229578034527,538.6,31.2,57.4,0.0,106.90326042254335
DATE:the last couple of years,the last couple of years,DATE,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.0,70.0,0.5953266855186784,370.0,13.0,67.0,0.0,75.22790381221695
DATE:a week from tomorrow,a week from tomorrow,DATE,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.0,70.0,0.5953266855186784,370.0,13.0,67.0,0.0,75.22790381221695
DATE:November 1st,November 1st,DATE,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.0,70.0,0.5953266855186784,370.0,13.0,67.0,0.0,75.22790381221695
DATE:now,now,DATE,3,0.3333333333333333,0.9425969104317897,-0.9997,0.9999,1.9996,0.9425969104317897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.666666666666666,93.33333333333333,0.4259223321473205,562.3333333333334,15.0,79.33333333333333,0.0,108.44179842840201
DATE:every week,every week,DATE,3,0.9998,0.00021602468994690488,0.9995,1.0,0.0004999999999999449,0.00021602468994690488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,5.333333333333333,50.666666666666664,0.236132564704025,290.0,9.333333333333334,57.0,0.0,58.938495128291045
MONEY:1.5 trillion,1.5 trillion,MONEY,2,0.99995,4.999999999999449e-05,0.9999,1.0,9.999999999998899e-05,4.999999999999449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,9.0,76.0,0.39771336777184546,474.5,22.5,64.5,0.0,92.41395905253884
MONEY:trillion dollars,trillion dollars,MONEY,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.0,70.0,0.5953266855186784,370.0,13.0,67.0,0.0,75.22790381221695
NORP:Ukrainian,Ukrainian,NORP,9,0.9998888888888887,0.0001448711645600429,0.9995,1.0,0.0004999999999999449,0.0001448711645600429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,10.11111111111111,107.33333333333333,0.4390217410190227,596.8888888888889,27.444444444444443,67.22222222222223,0.8888888888888888,115.76113008998686
NORP:Tomahawks,Tomahawks,NORP,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.0,70.0,0.5953266855186784,370.0,13.0,67.0,0.0,75.22790381221695
