entity_key,entity_name,entity_type,speech_count,avg_sentiment,std_sentiment,min_sentiment,max_sentiment,sentiment_range,volatility,avg_anger,avg_fear,avg_joy,avg_sadness,avg_surprise,avg_disgust,avg_trust,avg_anticipation,dominant_emotion,dominant_emotion_score,avg_anaphora_total,avg_contrast_markers,avg_repetition_density,avg_alliteration_count,avg_superlative_count,avg_question_count,avg_exclamation_count,rhetorical_intensity
ORG:the U. S.,the U. S.,ORG,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,5.795981452859351,1.15919629057187,6.053580628541988,0.5151983513652757,0.6439979392065945,1.9319938176197837,6.697578567748583,12.107161257083977,anticipation,12.107161257083977,8.0,71.0,0.2575991756826378,405.0,21.0,36.0,0.0,77.32251416795465
ORG:the Supreme Court,the Supreme Court,ORG,11,0.9999454545454547,6.555547773570167e-05,0.9998,1.0,0.00019999999999997797,6.555547773570167e-05,3.6703035002694637,1.9911495583590144,8.837928741141095,0.7027512070163902,1.357468229304867,1.4781997484186633,7.793295105421708,10.736362837689473,anticipation,10.736362837689473,12.272727272727273,118.0909090909091,0.2721330469999612,674.4545454545455,35.45454545454545,72.0,0.0,130.36355147424678
ORG:the European Union,the European Union,ORG,13,0.9998846153846154,0.00017473564140921993,0.9995,1.0,0.0004999999999999449,0.00017473564140921993,3.3450479095180756,1.3323999254484582,9.254380735542158,0.6371992151912718,0.9950303562298348,1.0271179994375443,7.000544471443921,12.088044091430238,anticipation,12.088044091430238,9.153846153846153,87.84615384615384,0.3241923841446584,511.15384615384613,26.846153846153847,55.53846153846154,0.0,98.69466484608658
GPE:Ukraine,Ukraine,GPE,33,0.9381787878787878,0.3426311301797134,-0.9997,1.0,1.9997,0.3426311301797134,3.709159391967749,1.5563106952515258,8.519296533276153,0.7725877637096044,1.1004433990201674,1.355619955420281,6.293202531700863,11.40955543963242,anticipation,11.40955543963242,8.666666666666666,91.24242424242425,0.348340166811667,497.57575757575756,24.03030303030303,60.484848484848484,0.2727272727272727,97.51729534850556
GPE:Israel,Israel,GPE,28,0.9268857142857144,0.37083635851399244,-0.9997,1.0,1.9997,0.37083635851399244,3.8469343314949964,1.8125470584559131,8.390611101097571,0.7760286794957189,1.140390014682683,1.2316145434234507,5.958088578538623,11.085727459916784,anticipation,11.085727459916784,7.928571428571429,85.85714285714286,0.37569023736953105,478.5357142857143,22.75,55.964285714285715,0.03571428571428571,93.06387411554259
GPE:Egypt,Egypt,GPE,12,0.8332750000000001,0.552662774099179,-0.9997,1.0,1.9997,0.552662774099179,3.508732371834702,1.9416800955700484,9.880975328308962,0.6262215749882669,1.6001451979100263,1.151734206784543,5.6442054015893675,11.63528556798638,anticipation,11.63528556798638,7.75,76.41666666666667,0.3662495221136079,413.4166666666667,20.083333333333332,44.416666666666664,0.08333333333333333,80.36184516982576
GPE:The Hague,The Hague,GPE,2,0.99995,4.999999999999449e-05,0.9999,1.0,9.999999999998899e-05,4.999999999999449e-05,4.299456875631918,0.6874032336861075,7.338993850277894,0.36540426408281035,1.0766345884045048,1.3972172624105819,5.289280875077397,13.599936816554063,anticipation,13.599936816554063,6.5,58.0,0.4522148530418364,317.5,18.0,42.5,0.0,63.27888783614883
GPE:US,US,GPE,32,0.9374312499999999,0.3479190669515505,-0.9997,1.0,1.9997,0.3479190669515505,3.3912662755341128,1.5444836052428168,8.314110483027942,0.7248255898245215,1.1293287963538066,1.3440364139831722,6.320546954141629,11.784730311997421,anticipation,11.784730311997421,8.9375,89.21875,0.3161251928191437,492.34375,23.0,59.8125,0.28125,96.27283931325988
GPE:Malaysia,Malaysia,GPE,3,0.9997666666666666,0.0001885618083163919,0.9995,0.9999,0.00039999999999995595,0.0001885618083163919,5.91333552046829,1.3600531938538005,6.3620447317965185,0.7236764799997956,0.6828734870709373,1.3881982931904286,6.629477049653718,10.491488401641535,anticipation,10.491488401641535,6.666666666666667,68.66666666666667,0.36493102536677885,409.3333333333333,20.666666666666668,39.333333333333336,0.0,77.86165681314763
GPE:South Korea,South Korea,GPE,10,0.9999,0.0001483239697418969,0.9995,1.0,0.0004999999999999449,0.0001483239697418969,3.6535211376932724,1.9635456664069544,8.236765087099963,0.6682054399947107,1.257649141101378,1.344332608893811,6.765103467848159,10.927498625680027,anticipation,10.927498625680027,10.3,104.8,0.2165312348032324,603.7,28.9,66.0,0.0,116.27379017640047
GPE:Japan,Japan,GPE,16,0.9999,0.0001658312395177517,0.9995,1.0,0.0004999999999999449,0.0001658312395177517,2.803848873710975,1.4080961936240364,8.450492170418585,0.6668951935513123,1.179223693120349,1.1740317251542332,7.225593440797647,11.436941720959581,anticipation,11.436941720959581,10.0625,100.6875,0.24023320547268567,549.4375,27.8125,61.4375,0.0625,107.10574760078181
GPE:China,China,GPE,28,0.9998607142857143,0.00035590858147471933,0.9981,1.0,0.0019000000000000128,0.00035590858147471933,3.7033921646698666,1.3333344495234454,9.572050222588667,0.6351528581462969,1.3416026190996226,1.5196164467229742,6.954453546759885,10.994067213388817,anticipation,10.994067213388817,8.821428571428571,95.10714285714286,0.3318590495594441,507.7857142857143,27.0,59.07142857142857,0.03571428571428571,99.73618394585544
GPE:Washington,Washington,GPE,19,0.9979894736842105,0.008318583807662034,0.9627,1.0,0.0373,0.008318583807662034,3.399657000132238,1.5232871632638894,9.626328320180642,0.7306388236050537,1.3525170070398547,1.1709557585522672,6.473145065473842,11.528831413814945,anticipation,11.528831413814945,11.368421052631579,105.36842105263158,0.3247672616182647,583.7894736842105,30.0,60.63157894736842,0.05263157894736842,113.07647051105825
GPE:Russia,Russia,GPE,36,0.9432722222222222,0.32847909844811124,-0.9997,1.0,1.9997,0.32847909844811124,3.762249086629016,1.4766277083932962,8.559784615682078,0.7562017448278842,1.1028025598456441,1.4211804582737497,6.282463991751582,11.248650623473646,anticipation,11.248650623473646,8.222222222222221,86.75,0.3745972479602262,473.94444444444446,23.13888888888889,58.02777777777778,0.25,92.95827579732767
GPE:Pakistan,Pakistan,GPE,25,0.9984479999999999,0.00729778706184279,0.9627,1.0,0.0373,0.00729778706184279,4.225402142066093,1.2709745983981202,9.323203975865544,0.6943826780147971,1.39404812667976,1.352278109845922,5.962400609784896,11.549455999753643,anticipation,11.549455999753643,9.8,97.72,0.3731267980521735,518.8,26.12,58.32,0.36,101.64187525686461
GPE:India,India,GPE,27,0.9985481481481481,0.007031219817798352,0.9627,1.0,0.0373,0.007031219817798352,3.9682534536993566,1.1236769947606027,9.6879456162401,0.7698390309569276,1.3509149458395382,1.4639847082172333,6.601577912584326,11.305710340691743,anticipation,11.305710340691743,9.148148148148149,92.5925925925926,0.3656138642537891,487.3703703703704,26.37037037037037,58.03703703703704,0.2962962962962963,96.31148981129552
GPE:Azerbaijan,Azerbaijan,GPE,9,0.9999,0.00014907119849996955,0.9995,1.0,0.0004999999999999449,0.00014907119849996955,4.501602490034633,1.2031924811205614,11.24345053487396,0.5868216792131531,1.400393396736947,1.1938225630280435,6.558251407282118,12.106979891097856,anticipation,12.106979891097856,14.11111111111111,110.33333333333333,0.3707255065093161,623.1111111111111,38.0,50.666666666666664,0.0,119.51327824696163
GPE:Armenia,Armenia,GPE,9,0.9999,0.00014907119849996955,0.9995,1.0,0.0004999999999999449,0.00014907119849996955,4.34387485450341,1.0620998603279084,10.835410626460426,0.5952101790057166,1.410151787363883,1.0796746344433923,6.138843070197668,12.298785642702056,anticipation,12.298785642702056,11.444444444444445,96.0,0.3838731280105435,550.2222222222222,31.11111111111111,52.111111111111114,0.0,105.89610885955706
GPE:the United States,the United States,GPE,38,0.9462763157894739,0.3199719941973627,-0.9997,1.0,1.9997,0.3199719941973627,3.5215873941789027,1.4358993343764082,9.00210967203589,0.6825078881291023,1.237402570720636,1.3209254204021021,6.338607153588408,11.529478900689238,anticipation,11.529478900689238,8.631578947368421,85.57894736842105,0.38368910587822946,474.0263157894737,23.31578947368421,55.81578947368421,0.23684210526315788,92.56985032339612
GPE:Canada,Canada,GPE,14,0.9997928571428571,0.000493477869983317,0.9981,1.0,0.0019000000000000128,0.000493477869983317,3.5121530656465256,1.1593345511657538,9.181039231420723,0.5043420084229865,1.4582023868098468,1.0843558602831962,6.739915732513723,11.731094509614767,anticipation,11.731094509614767,12.5,102.0,0.3531261605348322,572.2142857142857,32.142857142857146,57.07142857142857,0.0,110.8973853698723
GPE:the U. S,the U. S,GPE,2,0.99995,4.999999999999449e-05,0.9999,1.0,9.999999999998899e-05,4.999999999999449e-05,3.510158743005302,2.274832652726131,6.605618718866964,0.3988687179693209,0.6516279016055575,1.2485359933832578,6.833437993612472,13.117057742876138,anticipation,13.117057742876138,9.5,89.0,0.1758894352702132,500.5,19.5,71.0,0.0,98.52512706218145
GPE:Colombia,Colombia,GPE,2,0.9999,0.0,0.9999,0.9999,0.0,0.0,4.325833663706575,1.0385476608392241,6.647392048080276,0.7675430818529592,1.5458643444120683,1.9858847211505344,7.428340533236861,10.337109440372688,anticipation,10.337109440372688,5.5,83.0,0.4347659315435117,490.5,21.5,50.0,0.0,92.99068084736336
GPE:Mexico,Mexico,GPE,9,0.9999666666666668,4.714045207909797e-05,0.9999,1.0,9.999999999998899e-05,4.714045207909797e-05,3.1481994182906865,1.3830223220680218,8.651124403768454,0.6181441240411061,1.4873900164150895,1.1661619510489631,8.33549916824501,11.263833909347824,anticipation,11.263833909347824,14.444444444444445,127.44444444444444,0.2983358688775272,731.4444444444445,40.55555555555556,69.88888888888889,0.0,140.5823019495222
GPE:Spain,Spain,GPE,8,0.99995,7.071067811864696e-05,0.9998,1.0,0.00019999999999997797,7.071067811864696e-05,4.014323667315723,1.0878692245789636,10.356684600499683,0.675502414182195,1.3833574527354036,1.1579931530247607,5.8551834101730345,11.147837439385839,anticipation,11.147837439385839,8.625,67.875,0.3417551352356441,367.0,19.125,51.25,0.0,73.45953644789081
GPE:Los Angeles,Los Angeles,GPE,10,0.79991,0.5998700166702784,-0.9997,1.0,1.9997,0.5998700166702784,4.179586682358712,2.670878392286833,8.495401835002301,0.8581956686840015,1.0525177442578055,1.695624932081034,6.913103577500894,9.740482234167263,anticipation,9.740482234167263,13.0,127.6,0.2291442283860512,723.5,35.4,74.7,0.0,139.204163461198
GPE:DC,DC,GPE,9,0.7777666666666667,0.6284293702026771,-0.9997,1.0,1.9997,0.6284293702026771,2.9430027967386123,2.237026884519385,8.802663427117576,0.5272994600526669,1.5064142078884606,1.343070830388104,7.985252357984411,10.90384912138754,anticipation,10.90384912138754,14.333333333333334,127.55555555555556,0.20247644632966402,741.2222222222222,35.77777777777778,69.22222222222223,0.1111111111111111,141.2035283812217
GPE:Washington D. C,Washington D. C,GPE,2,0.9999,0.0,0.9999,0.9999,0.0,0.0,5.429116735459639,2.5976580714044193,7.233932194145122,0.3944167977923656,1.1087002967342316,2.4367863464894652,6.358776970288302,10.192313697361254,anticipation,10.192313697361254,7.5,112.5,0.19720839889618275,576.5,27.5,64.0,0.0,112.59960119984233
GPE:Washington DC,Washington DC,GPE,8,0.7499875,0.6613197173786292,-0.9997,1.0,1.9997,0.6613197173786292,3.564126213728597,2.642579194177898,8.232079595231818,0.4786035254023671,1.277884778045192,1.589254146916352,7.627872365341317,11.013707616711168,anticipation,11.013707616711168,11.625,99.0,0.23685772757590529,575.875,24.5,72.5,0.0,111.96240824679656
GPE:Memphis,Memphis,GPE,10,0.8,0.599900003333889,-0.9997,1.0,1.9997,0.599900003333889,2.4974911800328967,2.648682074995187,8.184126310716154,0.722329148387687,1.2009920351748529,1.1898493788661115,6.7689236873134915,10.96460236415417,anticipation,10.96460236415417,8.9,92.2,0.24636585067585565,513.7,20.8,69.8,0.1,100.8209094072394
GPE:Chicago,Chicago,GPE,16,0.87485625,0.48400855360307166,-0.9997,1.0,1.9997,0.48400855360307166,3.3835041918107516,2.441582105692577,8.362211504212226,0.6559492076119633,1.2302457163748228,1.2808880434195877,6.726941551226512,10.550182337369758,anticipation,10.550182337369758,11.5625,108.1875,0.26873703622883305,610.3125,28.9375,68.25,0.0625,118.22589100517554
GPE:U. S.,U. S.,GPE,12,0.999275,0.0015843636998282235,0.9943,1.0,0.005700000000000038,0.0015843636998282235,3.839434630701423,2.0096605553968927,8.217125097781677,0.9033806278553475,0.9090946547445556,1.5672761518008904,6.548867444122582,12.169547869646891,anticipation,12.169547869646891,8.083333333333334,84.0,0.2613469211140914,431.5833333333333,21.5,54.416666666666664,0.0,85.69209717920675
GPE:Afghanistan,Afghanistan,GPE,12,0.9999416666666666,6.400954789889802e-05,0.9998,1.0,0.00019999999999997797,6.400954789889802e-05,4.193278170516776,1.6971527060025278,8.936217205148353,0.595270119470288,1.3973897133547897,1.7077350835092149,7.671571852893305,10.704156005466707,anticipation,10.704156005466707,11.25,116.16666666666667,0.40700018345001904,667.4166666666666,34.333333333333336,74.58333333333333,0.0,129.16528574049286
DATE:today,today,DATE,41,0.950190243902439,0.30835814685862745,-0.9997,1.0,1.9997,0.30835814685862745,3.564455152134055,1.333402443251466,9.063165419763783,0.6706388090108912,1.2241821742430257,1.3167670822293884,6.158706310105789,11.67112357102673,anticipation,11.67112357102673,8.463414634146341,83.53658536585365,0.37305555254924055,456.1219512195122,22.804878048780488,54.707317073170735,0.21951219512195122,89.46095915559066
DATE:the day,the day,DATE,16,0.87483125,0.484002109652879,-0.9997,1.0,1.9997,0.484002109652879,4.0990246970037,1.5089043263821234,8.94246161769842,0.5378672885715166,1.3221726671654097,1.178700629272716,5.835656438530187,11.221301427428987,anticipation,11.221301427428987,11.6875,109.4375,0.3739700182950296,603.75,29.6875,60.875,0.0625,116.55342428832786
DATE:February,February,DATE,4,0.9999750000000001,4.330127018921716e-05,0.9999,1.0,9.999999999998899e-05,4.330127018921716e-05,3.8290846395161138,1.2853508424149651,8.567928144440396,0.5246748899477648,0.6544969366718651,1.095342163709067,6.4444687545881365,11.630448570982754,anticipation,11.630448570982754,15.75,116.5,0.3357431727541514,792.5,37.5,58.0,0.0,145.79796331039344
DATE:January,January,DATE,4,0.9997750000000001,0.00021650635094613388,0.9994,0.9999,0.000500000000000056,0.00021650635094613388,4.082012780829243,0.6860676488565551,10.502037303815838,0.23795400495673152,1.2483016431516385,1.2135275630287328,5.187596116391098,13.701010760505707,anticipation,13.701010760505707,7.25,58.0,0.23825400399673458,279.75,14.75,31.75,0.0,55.96260771485668
